n pokedex,nome,geração,tipo 1,tipo 2,vida,ataque,defesa,velocidade,sp ataque,sp defesa,total atr,md atr,altura m,peso kg,% macho,xp evolução,taxa de captura,classificação,lendário,habilidades,contra inseto,contra escuridão,contra dragão,contra elétrico,contra fada,contra lutador,contra fogo,contra voador,contra fantasma,contra planta,contra terra,contra gelo,contra normal,contra venenoso,contra psíquico,contra pedra,contra aço,contra água
422,Shellos,4,água,,76,48,48,34,57,62,325,54.166666666666664,0.3,6.3,50.0,1000000,190.0,Pokémon Lesma Marinha,False,"['Sticky Hold', 'Storm Drain', 'Sand Force']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
423,Gastrodon,4,água,terra,111,83,68,39,92,82,475,79.16666666666667,0.9,29.9,50.0,1000000,75.0,Pokémon Lesma Marinha,False,"['Sticky Hold', 'Storm Drain', 'Sand Force']",1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0
424,Ambipom,4,normal,,75,100,66,115,60,66,482,80.33333333333333,1.2,20.3,50.0,800000,45.0,Pokémon Cauda Longa,False,"['Technician', 'Pickup', 'Skill Link']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
425,Drifloon,4,fantasma,voador,90,50,34,70,60,44,348,58.0,0.4,1.2,50.0,1640000,125.0,Pokémon Balão,False,"['Aftermath', 'Unburden', 'Flare Boost']",0.25,2.0,1.0,2.0,1.0,0.0,1.0,1.0,2.0,0.5,0.0,2.0,0.0,0.5,1.0,2.0,1.0,1.0
426,Drifblim,4,fantasma,voador,150,80,44,80,90,54,498,83.0,1.2,15.0,50.0,1640000,60.0,Pokémon Dirigível,False,"['Aftermath', 'Unburden', 'Flare Boost']",0.25,2.0,1.0,2.0,1.0,0.0,1.0,1.0,2.0,0.5,0.0,2.0,0.0,0.5,1.0,2.0,1.0,1.0
427,Buneary,4,normal,,55,66,44,85,44,56,350,58.333333333333336,0.4,5.5,50.0,1000000,190.0,Pokémon Coelho,False,"['Run Away', 'Klutz', 'Limber']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
428,Lopunny,4,normal,,65,136,94,135,54,96,580,96.66666666666667,1.2,33.3,50.0,1000000,60.0,Pokémon Coelho,False,"['Cute Charm', 'Klutz', 'Limber']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
429,Mismagius,4,fantasma,,60,60,60,105,105,105,495,82.5,0.9,4.4,50.0,800000,45.0,Pokémon Mágico,False,['Levitate'],0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0
430,Honchkrow,4,escuridão,voador,100,125,52,71,105,52,505,84.16666666666667,0.9,27.3,50.0,1059860,30.0,Pokémon Chefe Grande,False,"['Insomnia', 'Super Luck', 'Moxie']",1.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,0.5,0.5,0.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0
431,Glameow,4,normal,,49,55,42,85,42,37,310,51.666666666666664,0.5,3.9,24.6,800000,190.0,Pokémon Gatuna,False,"['Limber', 'Own Tempo', 'Keen Eye']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
432,Purugly,4,normal,,71,82,64,112,64,59,452,75.33333333333333,1.0,43.8,24.6,800000,75.0,Pokémon Gato Tigre,False,"['Thick Fat', 'Own Tempo', 'Defiant']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
433,Chingling,4,psíquico,,45,30,50,45,65,50,285,47.5,0.2,0.6,50.0,800000,120.0,Pokémon Sino,False,['Levitate'],2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
434,Stunky,4,venenoso,escuridão,63,63,47,74,41,41,329,54.833333333333336,0.4,19.2,50.0,1000000,225.0,Pokémon Doninha,False,"['Stench', 'Aftermath', 'Keen Eye']",1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,2.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0
435,Skuntank,4,venenoso,escuridão,103,93,67,84,71,61,479,79.83333333333333,1.0,38.0,50.0,1000000,60.0,Pokémon Doninha,False,"['Stench', 'Aftermath', 'Keen Eye']",1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,2.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0
436,Bronzor,4,aço,psíquico,57,24,86,23,24,86,300,50.0,0.5,60.5,,1000000,255.0,Pokémon Bronze,False,"['Levitate', 'Heatproof', 'Heavy Metal']",1.0,2.0,0.5,1.0,0.5,1.0,2.0,0.5,2.0,0.5,2.0,0.5,0.5,0.0,0.25,0.5,0.5,1.0
437,Bronzong,4,aço,psíquico,67,89,116,33,79,116,500,83.33333333333333,1.3,187.0,,1000000,90.0,Pokémon Sino de Bronze,False,"['Levitate', 'Heatproof', 'Heavy Metal']",1.0,2.0,0.5,1.0,0.5,1.0,2.0,0.5,2.0,0.5,2.0,0.5,0.5,0.0,0.25,0.5,0.5,1.0
438,Bonsly,4,pedra,,50,80,95,10,10,45,290,48.333333333333336,0.5,15.0,50.0,1000000,255.0,Pokémon Bonsai,False,"['Sturdy', 'Rock Head', 'Rattled']",1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0
439,Mime Jr.,4,psíquico,fada,20,25,45,60,70,90,310,51.666666666666664,0.6,13.0,50.0,1000000,145.0,Pokémon Mímico,False,"['Soundproof', 'Filter', 'Technician']",1.0,1.0,0.0,1.0,1.0,0.25,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,1.0
440,Happiny,4,normal,,100,5,5,30,15,65,220,36.666666666666664,0.6,24.4,0.0,800000,130.0,Pokémon Casinha de Bonecas,False,"['Natural Cure', 'Serene Grace', 'Friend Guard']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
441,Chatot,4,normal,voador,76,65,45,91,92,42,411,68.5,0.5,1.9,50.0,1059860,30.0,Pokémon Nota Musical,False,"['Keen Eye', 'Tangled Feet', 'Big Pecks']",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0
442,Spiritomb,4,fantasma,escuridão,50,92,108,35,92,108,485,80.83333333333333,1.0,108.0,50.0,1000000,100.0,Pokémon Proibido,False,"['Pressure', 'Infiltrator']",1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,1.0,1.0,1.0
443,Gible,4,dragão,terra,58,70,45,42,40,45,300,50.0,0.7,20.5,50.0,1250000,45.0,Pokémon Tubarão Terrestre,False,"['Sand Veil', 'Rough Skin']",1.0,1.0,2.0,0.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,4.0,1.0,0.5,1.0,0.5,1.0,1.0
444,Gabite,4,dragão,terra,68,90,65,82,50,55,410,68.33333333333333,1.4,56.0,50.0,1250000,45.0,Pokémon Caverna,False,"['Sand Veil', 'Rough Skin']",1.0,1.0,2.0,0.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,4.0,1.0,0.5,1.0,0.5,1.0,1.0
445,Garchomp,4,dragão,terra,108,170,115,92,120,95,700,116.66666666666667,1.9,95.0,50.0,1250000,45.0,Pokémon Machado,False,"['Sand Veil', 'Rough Skin']",1.0,1.0,2.0,0.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,4.0,1.0,0.5,1.0,0.5,1.0,1.0
446,Munchlax,4,normal,,135,85,40,5,40,85,390,65.0,0.6,105.0,88.1,1250000,50.0,Pokémon Comilão,False,"['Pickup', 'Thick Fat', 'Gluttony']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
447,Riolu,4,lutador,,40,70,40,60,35,40,285,47.5,0.7,20.2,88.1,1059860,75.0,Pokémon Emanação,False,"['Steadfast', 'Inner Focus', 'Prankster']",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0
448,Lucario,4,lutador,aço,70,145,88,112,140,70,625,104.16666666666667,1.2,54.0,88.1,1059860,45.0,Pokémon Aura,False,"['Steadfast', 'Inner Focus', 'Justified']",0.25,0.5,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,2.0,0.5,0.5,0.0,1.0,0.25,0.5,1.0
449,Hippopotas,4,terra,,68,72,78,32,38,42,330,55.0,0.8,49.5,50.0,1250000,140.0,Pokémon Hipopótamo,False,"['Sand Stream', 'Sand Force']",1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0
450,Hippowdon,4,terra,,108,112,118,47,68,72,525,87.5,2.0,300.0,50.0,1250000,60.0,Pokémon Pesado,False,"['Sand Stream', 'Sand Force']",1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0
451,Skorupi,4,venenoso,inseto,40,50,90,65,30,55,330,55.0,0.8,12.0,50.0,1250000,120.0,Pokémon Escorpião,False,"['Battle Armor', 'Sniper', 'Keen Eye']",0.5,1.0,1.0,1.0,0.5,0.25,2.0,2.0,1.0,0.25,1.0,1.0,1.0,0.5,2.0,2.0,1.0,1.0
452,Drapion,4,venenoso,escuridão,70,90,110,95,60,75,500,83.33333333333333,1.3,61.5,50.0,1250000,45.0,Pokémon Escorpião Ogro,False,"['Battle Armor', 'Sniper', 'Keen Eye']",1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,2.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0
453,Croagunk,4,venenoso,lutador,48,61,40,50,61,40,300,50.0,0.7,23.0,50.0,1000000,140.0,Pokémon Boca Tóxica,False,"['Anticipation', 'Dry Skin', 'Poison Touch']",0.25,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,0.5,2.0,1.0,1.0,0.5,4.0,0.5,1.0,1.0
454,Toxicroak,4,venenoso,lutador,83,106,65,85,86,65,490,81.66666666666667,1.3,44.4,50.0,1000000,75.0,Pokémon Boca Tóxica,False,"['Anticipation', 'Dry Skin', 'Poison Touch']",0.25,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,0.5,2.0,1.0,1.0,0.5,4.0,0.5,1.0,1.0
455,Carnivine,4,planta,,74,100,72,46,90,72,454,75.66666666666667,1.4,27.0,50.0,1250000,200.0,Pokémon Caçador de Insetos,False,['Levitate'],2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5
456,Finneon,4,água,,49,49,56,66,49,61,330,55.0,0.4,7.0,50.0,600000,190.0,Pokémon Peixe Asa,False,"['Swift Swim', 'Storm Drain', 'Water Veil']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
457,Lumineon,4,água,,69,69,76,91,69,86,460,76.66666666666667,1.2,24.0,50.0,600000,75.0,Pokémon Néon,False,"['Swift Swim', 'Storm Drain', 'Water Veil']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
458,Mantyke,4,água,voador,45,20,50,50,60,120,345,57.5,1.0,65.0,50.0,1250000,25.0,Pokémon Pipa,False,"['Swift Swim', 'Water Absorb', 'Water Veil']",0.5,1.0,1.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5
459,Snover,4,planta,gelo,60,62,50,40,62,60,334,55.666666666666664,1.0,50.5,50.0,1250000,120.0,Pokémon Árvore Gead,False,"['Snow Warning', 'Soundproof']",2.0,1.0,1.0,0.5,1.0,2.0,4.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,2.0,2.0,0.5
460,Abomasnow,4,planta,gelo,90,132,105,30,132,105,594,99.0,2.2,135.5,50.0,1250000,60.0,Pokémon Árvore Gead,False,"['Snow Warning', 'Soundproof']",2.0,1.0,1.0,0.5,1.0,2.0,4.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,2.0,2.0,0.5
461,Weavile,4,escuridão,gelo,70,120,65,125,45,85,510,85.0,1.1,34.0,50.0,1059860,45.0,Pokémon Garra Afiada,False,"['Pressure', 'Pickpocket']",2.0,0.5,1.0,1.0,2.0,4.0,2.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,0.0,2.0,2.0,1.0
462,Magnezone,4,elétrico,aço,70,70,115,60,130,90,535,89.16666666666667,1.2,180.0,,1000000,30.0,Pokémon Área Magnética,False,"['Magnet Pull', 'Sturdy', 'Analytic']",0.5,1.0,0.5,0.5,0.5,2.0,2.0,0.25,1.0,0.5,4.0,0.5,0.5,0.0,0.5,0.5,0.25,1.0
463,Lickilicky,4,normal,,110,85,95,50,80,95,515,85.83333333333333,1.7,140.0,50.0,1000000,30.0,Pokémon Lambedor,False,"['Own Tempo', 'Oblivious', 'Cloud Nine']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
464,Rhyperior,4,terra,pedra,115,140,130,40,55,55,535,89.16666666666667,2.4,282.8,50.0,1250000,30.0,Pokémon Broca,False,"['Lightningrod', 'Solid Rock', 'Reckless']",1.0,1.0,1.0,0.0,1.0,2.0,0.5,0.5,1.0,4.0,2.0,2.0,0.5,0.25,1.0,0.5,2.0,4.0
465,Tangrowth,4,planta,,100,100,125,50,110,50,535,89.16666666666667,2.0,128.6,50.0,1000000,30.0,Pokémon Vinha,False,"['Chlorophyll', 'Leaf Guard', 'Regenerator']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5
466,Electivire,4,elétrico,,75,123,67,95,95,85,540,90.0,1.8,138.6,75.4,1000000,30.0,Pokémon Raio Trovejante,False,"['Motor Drive', 'Vital Spirit']",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
467,Magmortar,4,fogo,,75,95,67,83,125,95,540,90.0,1.6,68.0,75.4,1000000,30.0,Pokémon Explosão,False,"['Flame Body', 'Vital Spirit']",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0
468,Togekiss,4,fada,voador,85,50,95,80,120,115,545,90.83333333333333,1.5,38.0,88.1,800000,30.0,Pokémon Jubileu,False,"['Hustle', 'Serene Grace', 'Super Luck']",0.25,0.5,0.0,2.0,1.0,0.25,1.0,1.0,1.0,0.5,0.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0
469,Yanmega,4,inseto,voador,86,76,86,95,116,56,515,85.83333333333333,1.9,51.5,50.0,1000000,30.0,Pokémon Libélula Ogro,False,"['Speed Boost', 'Tinted Lens', 'Frisk']",0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0
470,Leafeon,4,planta,,65,110,130,95,60,65,525,87.5,1.0,25.5,88.1,1000000,45.0,Pokémon Verdoso,False,"['Leaf Guard', 'Chlorophyll']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5
471,Glaceon,4,gelo,,65,60,110,65,130,95,525,87.5,0.8,25.9,88.1,1000000,45.0,Pokémon Neve Fresca,False,"['Snow Cloak', 'Ice Body']",1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0
472,Gliscor,4,terra,voador,75,95,125,95,45,75,510,85.0,2.0,42.5,50.0,1059860,30.0,Pokémon Escorpião Fang,False,"['Hyper Cutter', 'Sand Veil', 'Poison Heal']",0.5,1.0,1.0,0.0,1.0,0.5,1.0,1.0,1.0,1.0,0.0,4.0,1.0,0.5,1.0,1.0,1.0,2.0
473,Mamoswine,4,gelo,terra,110,130,80,80,70,60,530,88.33333333333333,2.5,291.0,50.0,1250000,50.0,Pokémon Presa Gêmea,False,"['Oblivious', 'Snow Cloak', 'Thick Fat']",1.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0
474,Porygon-Z,4,normal,,85,80,70,90,135,75,535,89.16666666666667,0.9,34.0,,1000000,30.0,Pokémon Virtual,False,"['Adaptability', 'Download', 'Analytic']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
475,Gallade,4,psíquico,lutador,68,165,95,110,65,115,618,103.0,1.6,52.0,100.0,1250000,45.0,Pokémon Lâmina,False,"['Steadfast', 'Justified']",1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0
476,Probopass,4,pedra,aço,60,55,145,40,75,150,525,87.5,1.4,340.0,50.0,1000000,60.0,Pokémon Bússola,False,"['Sturdy', 'Magnet Pull', 'Sand Force']",0.5,1.0,0.5,1.0,0.5,4.0,1.0,0.25,1.0,1.0,4.0,0.5,0.25,0.0,0.5,0.5,1.0,2.0
477,Dusknoir,4,fantasma,,45,100,135,45,65,135,525,87.5,2.2,106.6,50.0,800000,45.0,Pokémon Agarrador,False,"['Pressure', 'Frisk']",0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0
478,Froslass,4,gelo,fantasma,70,80,70,110,80,70,480,80.0,1.3,26.6,0.0,1000000,75.0,Pokémon Terra Nevosa,False,"['Snow Cloak', 'Cursed Body']",0.5,2.0,1.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,0.5,0.0,0.5,1.0,2.0,2.0,1.0
479,Rotom,4,elétrico,fantasma,50,65,107,86,105,107,520,86.66666666666667,0.3,0.3,,1000000,45.0,Pokémon de Plasma,False,['Levitate'],0.5,2.0,1.0,0.5,1.0,0.0,1.0,0.5,2.0,1.0,2.0,1.0,0.0,0.5,1.0,1.0,0.5,1.0
480,Uxie,4,psíquico,,75,75,130,95,75,130,580,96.66666666666667,0.3,0.3,,1250000,3.0,Pokémon do Conhecimento,True,['Levitate'],2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
481,Mesprit,4,psíquico,,80,105,105,80,105,105,580,96.66666666666667,0.3,0.3,,1250000,3.0,Pokémon Emoção,True,['Levitate'],2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
482,Azelf,4,psíquico,,75,125,70,115,125,70,580,96.66666666666667,0.3,0.3,,1250000,3.0,Pokémon da Força de Vontade,True,['Levitate'],2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
483,Dialga,4,aço,dragão,100,120,120,90,150,100,680,113.33333333333333,5.4,683.0,,1250000,3.0,Pokémon Temporal,True,"['Pressure', 'Telepathy']",0.5,1.0,1.0,0.5,1.0,2.0,1.0,0.5,1.0,0.25,2.0,1.0,0.5,0.0,0.5,0.5,0.5,0.5
484,Palkia,4,água,dragão,90,120,100,100,150,120,680,113.33333333333333,4.2,336.0,,1250000,3.0,Pokémon Espacial,True,"['Pressure', 'Telepathy']",1.0,1.0,2.0,1.0,2.0,1.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.25
485,Heatran,4,fogo,aço,91,90,106,77,130,106,600,100.0,1.7,430.0,50.0,1250000,3.0,Pokémon da Cúpula de Lava,True,"['Flash Fire', 'Flame Body']",0.25,1.0,0.5,1.0,0.25,2.0,1.0,0.5,1.0,0.25,4.0,0.25,0.5,0.0,0.5,1.0,0.25,2.0
486,Regigigas,4,normal,,110,160,110,100,80,110,670,111.66666666666667,3.7,420.0,,1250000,3.0,Pokémon Colossal,True,['Slow Start'],1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
487,Giratina,4,fantasma,dragão,150,120,100,90,120,100,680,113.33333333333333,4.5,750.0,,1250000,3.0,Pokémon Renegado,True,"['Pressure', 'Telepathy', 'Levitate']",0.5,2.0,2.0,0.5,2.0,0.0,0.5,1.0,2.0,0.5,1.0,2.0,0.0,0.5,1.0,1.0,1.0,0.5
488,Cresselia,4,psíquico,,120,70,120,85,75,130,600,100.0,1.5,85.6,0.0,1250000,3.0,Pokémon Lunar,True,['Levitate'],2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
489,Phione,4,água,,80,80,80,80,80,80,480,80.0,0.4,3.1,,1250000,30.0,Pokémon Navegador do Mar,False,['Hydration'],1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
490,Manaphy,4,água,,100,100,100,100,100,100,600,100.0,0.3,1.4,,1250000,3.0,Pokémon Navegante,True,['Hydration'],1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
491,Darkrai,4,escuridão,,70,90,90,125,135,90,600,100.0,1.5,50.5,,1250000,3.0,Pokémon Negrorrente,True,['Bad Dreams'],2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
492,Shaymin,4,planta,planta,100,103,75,127,120,75,600,100.0,0.2,2.1,,1059860,45.0,Pokémon da Gratidão,True,"['Natural Cure', 'Serene Grace']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5
493,Arceus,4,normal,,120,120,120,120,120,120,720,120.0,3.2,320.0,,1250000,3.0,Pokémon Alfa,True,['Multitype'],1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
494,Victini,5,psíquico,fogo,100,100,100,100,100,100,600,100.0,0.4,4.0,,1250000,3.0,Pokémon da Vitória,True,['Victory Star'],1.0,2.0,1.0,1.0,0.5,0.5,0.5,1.0,2.0,0.5,2.0,0.5,1.0,1.0,0.5,2.0,0.5,2.0
495,Snivy,5,planta,,45,45,55,63,45,55,308,51.333333333333336,0.6,8.1,88.1,1059860,45.0,Pokémon Serpente de Grama,False,"['Overgrow', 'Contrary']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5
496,Servine,5,planta,,60,60,75,83,60,75,413,68.83333333333333,0.8,16.0,88.1,1059860,45.0,Pokémon Serpente de Grama,False,"['Overgrow', 'Contrary']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5
497,Serperior,5,planta,,75,75,95,113,75,95,528,88.0,3.3,63.0,88.1,1059860,45.0,Pokémon Régio,False,"['Overgrow', 'Contrary']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5
498,Tepig,5,fogo,,65,63,45,45,45,45,308,51.333333333333336,0.5,9.9,88.1,1059860,45.0,Pokémon Porco de Fogo,False,"['Blaze', 'Thick Fat']",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0
499,Pignite,5,fogo,lutador,90,93,55,55,70,55,418,69.66666666666667,1.0,55.5,88.1,1059860,45.0,Pokémon Porco de Fogo,False,"['Blaze', 'Thick Fat']",0.25,0.5,1.0,1.0,1.0,1.0,0.5,2.0,1.0,0.5,2.0,0.5,1.0,1.0,2.0,1.0,0.5,2.0
500,Emboar,5,fogo,lutador,110,123,65,65,100,65,528,88.0,1.6,150.0,88.1,1059860,45.0,Pokémon Porco de Fogo Mega,False,"['Blaze', 'Reckless']",0.25,0.5,1.0,1.0,1.0,1.0,0.5,2.0,1.0,0.5,2.0,0.5,1.0,1.0,2.0,1.0,0.5,2.0
501,Oshawott,5,água,,55,55,45,45,63,45,308,51.333333333333336,0.5,5.9,88.1,1059860,45.0,Pokémon Lontra Marinha,False,"['Torrent', 'Shell Armor']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
502,Dewott,5,água,,75,75,60,60,83,60,413,68.83333333333333,0.8,24.5,88.1,1059860,45.0,Pokémon Disciplinado,False,"['Torrent', 'Shell Armor']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
503,Samurott,5,água,,95,100,85,70,108,70,528,88.0,1.5,94.6,88.1,1059860,45.0,Pokémon Formidável,False,"['Torrent', 'Shell Armor']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
504,Patrat,5,normal,,45,55,39,42,35,39,255,42.5,0.5,11.6,50.0,1000000,255.0,Pokémon Explorador,False,"['Run Away', 'Keen Eye', 'Analytic']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
505,Watchog,5,normal,,60,85,69,77,60,69,420,70.0,1.1,27.0,50.0,1000000,255.0,Pokémon Vigia,False,"['Illuminate', 'Keen Eye', 'Analytic']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
506,Lillipup,5,normal,,45,60,45,55,25,45,275,45.833333333333336,0.4,4.1,50.0,1059860,255.0,Pokémon Cachorro,False,"['Vital Spirit', 'Pickup', 'Run Away']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
